Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID,next_state,predicted_time
Obtained,User_38,W_Call after offers,Workflow,Workitem_2089302504,start,2016-01-04 08:34:37.545000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:09:43.175000+00:00
statechange,User_38,A_Complete,Application,ApplState_2066106360,complete,2016-01-04 08:34:37.548000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:07:57.568000+00:00
Released,User_38,W_Call after offers,Workflow,Workitem_1859972832,suspend,2016-01-04 08:38:29.858000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Validating,2016-01-04 14:06:31.858000+00:00
Obtained,User_20,W_Call after offers,Workflow,Workitem_1745657044,resume,2016-01-08 08:26:03.836000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:08:34.596000+00:00
Released,User_20,W_Call after offers,Workflow,Workitem_1267262521,suspend,2016-01-08 08:26:37.902000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:39:38.862000+00:00
Deleted,User_117,W_Call after offers,Workflow,Workitem_1256764074,ate_abort,2016-01-08 09:59:13.805000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-08 15:34:59.435000+00:00
Created,User_117,W_Validate application,Workflow,Workitem_879552727,schedule,2016-01-08 09:59:13.816000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:50:45.636000+00:00
Obtained,User_117,W_Validate application,Workflow,Workitem_1136478233,start,2016-01-08 09:59:13.819000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:34:14.289000+00:00
statechange,User_117,A_Validating,Application,ApplState_290794836,complete,2016-01-08 09:59:14.792000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:59:49.352000+00:00
statechange,User_117,O_Returned,Offer,OfferState_111717450,complete,2016-01-08 09:59:28.754000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,Offer_1690361215,O_Cancelled,2016-01-08 14:35:08.034000+00:00
Released,User_117,W_Validate application,Workflow,Workitem_1963186904,suspend,2016-01-08 10:11:38.567000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Create Offer,2016-01-08 13:43:07.127000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_2016537246,resume,2016-01-11 07:47:41.710000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Created,2016-01-11 12:06:30.730000+00:00
Released,User_95,W_Validate application,Workflow,Workitem_2079538220,suspend,2016-01-11 07:47:47.304000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Sent (online only),2016-01-11 11:49:41.054000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_1708011495,resume,2016-01-11 08:36:09.752000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Returned,2016-01-11 10:23:23.952000+00:00
Released,User_95,W_Validate application,Workflow,Workitem_953608640,suspend,2016-01-11 08:36:13.641000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Validating,2016-01-11 11:18:58.611000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_455033410,resume,2016-01-11 10:41:53.095000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Accepted,2016-01-11 12:38:45.655000+00:00
Released,User_95,W_Validate application,Workflow,Workitem_550684531,suspend,2016-01-11 12:25:14.078000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,A_Pending,2016-01-11 14:48:05.178000+00:00
Obtained,User_95,W_Validate application,Workflow,Workitem_1225850730,resume,2016-01-11 12:58:58.116000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-11 15:32:53.846000+00:00
statechange,User_95,A_Denied,Application,ApplState_1903278816,complete,2016-01-11 13:19:39.053000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-11 19:55:25.873000+00:00
statechange,User_95,O_Refused,Offer,OfferState_130777715,complete,2016-01-11 13:19:39.082000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,Offer_1690361215,O_Cancelled,2016-01-11 15:38:18.672000+00:00
Deleted,User_95,W_Validate application,Workflow,Workitem_144780266,complete,2016-01-11 13:19:39.094000+00:00,Car,New credit,Application_1806387393,5000.0,,,,,,,,,O_Cancelled,2016-01-11 13:32:05.394000+00:00
Created,User_1,A_Create Application,Application,Application_1111870538,complete,2016-01-01 19:13:17.386000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Submitted,2016-01-01 19:13:17.506000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1224473693,complete,2016-01-01 19:13:17.442000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Concept,2016-01-01 19:54:46.642000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_1355423985,schedule,2016-01-01 19:13:17.750000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,W_Complete application,2016-01-02 02:29:45.050000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_355812133,withdraw,2016-01-01 19:13:53.205000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Accepted,2016-01-01 20:40:53.455000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1164338764,schedule,2016-01-01 19:13:53.215000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Create Offer,2016-01-01 19:22:17.445000+00:00
statechange,User_1,A_Concept,Application,ApplState_1667592697,complete,2016-01-01 19:13:53.224000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Created,2016-01-01 19:18:45.794000+00:00
Obtained,User_3,W_Complete application,Workflow,Workitem_1749214775,start,2016-01-02 15:17:59.163000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 20:01:57.133000+00:00
Released,User_3,W_Complete application,Workflow,Workitem_1073193984,suspend,2016-01-02 15:36:49.405000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Complete,2016-01-04 11:30:12.535000+00:00
Obtained,User_3,W_Complete application,Workflow,Workitem_1964121434,resume,2016-01-02 15:39:09.644000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Create Offer,2016-01-03 21:18:09.384000+00:00
Released,User_3,W_Complete application,Workflow,Workitem_1524409897,suspend,2016-01-02 15:39:55.015000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Created,2016-01-03 01:24:01.665000+00:00
Obtained,User_43,W_Complete application,Workflow,Workitem_1533178514,resume,2016-01-04 08:04:37.242000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Sent (mail and online),2016-01-05 01:05:53.122000+00:00
statechange,User_43,A_Accepted,Application,ApplState_280035605,complete,2016-01-04 08:13:22.352000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Validating,2016-01-05 00:53:55.872000+00:00
Created,User_43,O_Create Offer,Offer,Offer_792838244,complete,2016-01-04 08:17:42.243000+00:00,Not speficied,New credit,Application_1111870538,5000.0,5000.0,36.0,True,153.68,False,0.0,5000.0,,O_Cancelled,2016-01-04 16:14:40.473000+00:00
statechange,User_43,O_Created,Offer,OfferState_1318868553,complete,2016-01-04 08:17:43.758000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,Offer_792838244,O_Cancelled,2016-01-04 16:25:14.888000+00:00
statechange,User_43,O_Sent (mail and online),Offer,OfferState_316612785,complete,2016-01-04 08:29:34.770000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,Offer_792838244,A_Validating,2016-01-04 17:37:24.630000+00:00
Deleted,User_43,W_Complete application,Workflow,Workitem_390568380,complete,2016-01-04 08:29:34.794000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Validating,2016-01-04 14:54:45.614000+00:00
Created,User_43,W_Call after offers,Workflow,Workitem_741165646,schedule,2016-01-04 08:29:34.808000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:59:32.728000+00:00
Obtained,User_43,W_Call after offers,Workflow,Workitem_1567772775,start,2016-01-04 08:29:34.812000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:04:40.442000+00:00
statechange,User_43,A_Complete,Application,ApplState_991588716,complete,2016-01-04 08:29:34.814000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-04 15:02:54.834000+00:00
Released,User_43,W_Call after offers,Workflow,Workitem_808736906,suspend,2016-01-04 08:29:52.952000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,A_Validating,2016-01-04 13:57:54.952000+00:00
Obtained,User_15,W_Call after offers,Workflow,Workitem_406946213,resume,2016-01-08 09:11:49.696000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:54:20.456000+00:00
Released,User_15,W_Call after offers,Workflow,Workitem_729293435,suspend,2016-01-08 09:12:25.505000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-08 14:25:26.465000+00:00
statechange,User_8,A_Cancelled,Application,ApplState_37910263,complete,2016-01-08 09:59:40.690000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-08 15:35:26.320000+00:00
statechange,User_8,O_Cancelled,Offer,OfferState_1815367261,complete,2016-01-08 09:59:40.730000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,Offer_792838244,O_Cancelled,2016-01-08 13:51:12.550000+00:00
Deleted,User_8,W_Call after offers,Workflow,Workitem_2082704496,ate_abort,2016-01-08 09:59:40.750000+00:00,Not speficied,New credit,Application_1111870538,5000.0,,,,,,,,,O_Cancelled,2016-01-08 13:34:41.220000+00:00
Created,User_1,A_Create Application,Application,Application_1017492916,complete,2016-01-01 19:18:43.997000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Submitted,2016-01-01 19:18:44.117000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1185546975,complete,2016-01-01 19:18:44.039000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Concept,2016-01-01 20:00:13.239000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_717717674,schedule,2016-01-01 19:18:44.535000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,W_Complete application,2016-01-02 02:35:11.835000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_941266706,withdraw,2016-01-01 19:19:56.885000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Accepted,2016-01-01 20:46:57.135000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_1717295011,schedule,2016-01-01 19:19:56.895000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Create Offer,2016-01-01 19:28:21.125000+00:00
statechange,User_1,A_Concept,Application,ApplState_1430393616,complete,2016-01-01 19:19:56.905000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Created,2016-01-01 19:24:49.475000+00:00
Obtained,User_17,W_Complete application,Workflow,Workitem_1837152250,start,2016-01-02 14:49:25.962000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Sent (mail and online),2016-01-02 19:33:23.932000+00:00
Released,User_17,W_Complete application,Workflow,Workitem_1548748913,suspend,2016-01-02 14:53:19.087000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Complete,2016-01-04 10:46:42.217000+00:00
statechange,User_38,A_Accepted,Application,ApplState_613600839,complete,2016-01-02 15:34:21.444000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Create Offer,2016-01-03 21:13:21.184000+00:00
Created,User_38,O_Create Offer,Offer,Offer_608733999,complete,2016-01-02 15:40:18.270000+00:00,Car,New credit,Application_1017492916,15000.0,0.0,127.0,True,150.0,False,0.0,15000.0,,O_Created,2016-01-03 01:24:24.920000+00:00
statechange,User_38,O_Created,Offer,OfferState_296598996,complete,2016-01-02 15:40:19.582000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,Offer_608733999,O_Sent (mail and online),2016-01-03 08:41:35.462000+00:00
statechange,User_38,O_Sent (mail and online),Offer,OfferState_1567336603,complete,2016-01-02 15:40:31.055000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,Offer_608733999,A_Validating,2016-01-03 08:21:04.575000+00:00
Deleted,User_38,W_Complete application,Workflow,Workitem_1882450871,ate_abort,2016-01-02 15:40:31.071000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Cancelled,2016-01-02 23:37:29.301000+00:00
Created,User_38,W_Call after offers,Workflow,Workitem_1784651069,schedule,2016-01-02 15:40:31.078000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Cancelled,2016-01-02 23:48:02.208000+00:00
Obtained,User_38,W_Call after offers,Workflow,Workitem_576502246,start,2016-01-02 15:40:31.081000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Validating,2016-01-03 00:48:20.941000+00:00
statechange,User_38,A_Complete,Application,ApplState_1556415343,complete,2016-01-02 15:40:31.084000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Validating,2016-01-02 22:05:41.904000+00:00
Released,User_38,W_Call after offers,Workflow,Workitem_244773061,suspend,2016-01-02 15:43:37.531000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Cancelled,2016-01-02 23:13:35.451000+00:00
Obtained,User_19,W_Call after offers,Workflow,Workitem_152036994,resume,2016-01-06 17:54:16.054000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Cancelled,2016-01-07 00:29:21.684000+00:00
Released,User_19,W_Call after offers,Workflow,Workitem_1442524395,suspend,2016-01-06 17:54:48.538000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Cancelled,2016-01-07 00:28:08.558000+00:00
statechange,User_1,A_Cancelled,Application,ApplState_57183016,complete,2016-02-02 07:00:27.763000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,A_Validating,2016-02-02 12:28:29.763000+00:00
statechange,User_1,O_Cancelled,Offer,OfferState_1107102410,complete,2016-02-02 07:00:27.791000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,Offer_608733999,O_Cancelled,2016-02-02 11:42:58.551000+00:00
Deleted,User_1,W_Call after offers,Workflow,Workitem_150057783,ate_abort,2016-02-02 07:00:27.802000+00:00,Car,New credit,Application_1017492916,15000.0,,,,,,,,,O_Cancelled,2016-02-02 12:13:28.762000+00:00
Created,User_1,A_Create Application,Application,Application_2082119944,complete,2016-01-01 21:14:25.752000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Submitted,2016-01-01 21:14:25.872000+00:00
statechange,User_1,A_Submitted,Application,ApplState_1866103021,complete,2016-01-01 21:14:25.796000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Concept,2016-01-01 21:55:54.996000+00:00
Created,User_1,W_Handle leads,Workflow,Workitem_337408524,schedule,2016-01-01 21:14:26.166000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,W_Complete application,2016-01-02 04:30:53.466000+00:00
Deleted,User_1,W_Handle leads,Workflow,Workitem_148338280,withdraw,2016-01-01 21:16:02.591000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Accepted,2016-01-01 22:43:02.841000+00:00
Created,User_1,W_Complete application,Workflow,Workitem_582421362,schedule,2016-01-01 21:16:02.601000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,O_Create Offer,2016-01-01 21:24:26.831000+00:00
statechange,User_1,A_Concept,Application,ApplState_2055923239,complete,2016-01-01 21:16:02.611000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,O_Created,2016-01-01 21:20:55.181000+00:00
Obtained,User_16,W_Complete application,Workflow,Workitem_169588242,start,2016-01-04 07:59:22.635000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,O_Sent (mail and online),2016-01-04 12:43:20.605000+00:00
statechange,User_16,A_Accepted,Application,ApplState_405799985,complete,2016-01-04 08:08:23.623000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Complete,2016-01-06 04:01:46.753000+00:00
Created,User_16,O_Create Offer,Offer,Offer_1335997058,complete,2016-01-04 08:10:26.673000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,12150.0,127.0,True,150.0,True,1004.0,15000.0,,O_Create Offer,2016-01-05 13:49:26.413000+00:00
statechange,User_16,O_Created,Offer,OfferState_605689943,complete,2016-01-04 08:10:28.165000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,Offer_1335997058,O_Created,2016-01-04 17:54:34.815000+00:00
statechange,User_16,O_Sent (mail and online),Offer,OfferState_122807663,complete,2016-01-04 08:11:25.538000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,Offer_1335997058,O_Sent (mail and online),2016-01-05 01:12:41.418000+00:00
Deleted,User_16,W_Complete application,Workflow,Workitem_1731715194,complete,2016-01-04 08:11:25.571000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Validating,2016-01-05 00:51:59.091000+00:00
Created,User_16,W_Call after offers,Workflow,Workitem_1642996633,schedule,2016-01-04 08:11:25.584000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,O_Cancelled,2016-01-04 16:08:23.814000+00:00
Obtained,User_16,W_Call after offers,Workflow,Workitem_1420172898,start,2016-01-04 08:11:25.587000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,O_Cancelled,2016-01-04 16:18:56.717000+00:00
statechange,User_16,A_Complete,Application,ApplState_919164098,complete,2016-01-04 08:11:25.590000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Validating,2016-01-04 17:19:15.450000+00:00
Released,User_16,W_Call after offers,Workflow,Workitem_1691647552,suspend,2016-01-04 08:13:15.386000+00:00,Existing loan takeover,New credit,Application_2082119944,15000.0,,,,,,,,,A_Validating,2016-01-04 14:38:26.206000+00:00
